,CountyName,CrashDate,Fatals,Peds,Persons,St_Case,State,StateName,TotalVehicles
1983,PORTSMOUTH (740),/Date(1441651980000-0400)/,2,0,4,510457,51,Virginia,1
1984,HENRY (89),/Date(1442439360000-0400)/,1,0,2,510458,51,Virginia,1
1985,PRINCE WILLIAM (153),/Date(1440958560000-0400)/,1,0,2,510459,51,Virginia,2
1986,SUSSEX (183),/Date(1441130400000-0400)/,1,0,2,510460,51,Virginia,2
1987,BUCHANAN (27),/Date(1441899600000-0400)/,1,0,2,510461,51,Virginia,1
1988,SPOTSYLVANIA (177),/Date(1442178000000-0400)/,1,0,8,510462,51,Virginia,3
1989,WESTMORELAND (193),/Date(1442447220000-0400)/,1,0,3,510463,51,Virginia,2
1990,RUSSELL (167),/Date(1442430000000-0400)/,1,0,5,510464,51,Virginia,2
1991,GRAYSON (77),/Date(1442605200000-0400)/,1,0,2,510465,51,Virginia,2
1992,BLAND (21),/Date(1442012400000-0400)/,1,0,1,510466,51,Virginia,1
1993,HANOVER (85),/Date(1442665680000-0400)/,1,0,1,510467,51,Virginia,1
1994,DINWIDDIE (53),/Date(1442833860000-0400)/,1,0,1,510468,51,Virginia,1
1995,APPOMATTOX (11),/Date(1442694900000-0400)/,1,0,2,510469,51,Virginia,1
1996,CHARLES CITY (36),/Date(1442809800000-0400)/,1,0,2,510470,51,Virginia,1
1997,STAFFORD (179),/Date(1442457000000-0400)/,1,0,2,510471,51,Virginia,2
1998,KING AND QUEEN (97),/Date(1442682600000-0400)/,1,0,1,510472,51,Virginia,1
1999,JAMES CITY (95),/Date(1438387500000-0400)/,1,0,2,510473,51,Virginia,1
2000,FAIRFAX (59),/Date(1438651500000-0400)/,1,0,2,510474,51,Virginia,2
2001,FAIRFAX (59),/Date(1439748720000-0400)/,1,0,3,510475,51,Virginia,2
2002,FLOYD (63),/Date(1442445600000-0400)/,1,0,1,510476,51,Virginia,1
2003,WYTHE (197),/Date(1442522520000-0400)/,1,0,4,510477,51,Virginia,2
2004,MADISON (113),/Date(1442696460000-0400)/,1,0,2,510478,51,Virginia,1
2005,RUSSELL (167),/Date(1443217200000-0400)/,1,0,2,510479,51,Virginia,2
2006,SCOTT (169),/Date(1443014340000-0400)/,1,1,1,510480,51,Virginia,1
2007,PATRICK (141),/Date(1442586000000-0400)/,1,0,2,510481,51,Virginia,1
2008,BUCKINGHAM (29),/Date(1443252000000-0400)/,1,0,3,510482,51,Virginia,1
2009,FAIRFAX (59),/Date(1438247880000-0400)/,1,1,1,510483,51,Virginia,1
2010,CULPEPER (47),/Date(1441635300000-0400)/,1,0,2,510484,51,Virginia,2
2011,MECKLENBURG (117),/Date(1441869300000-0400)/,1,0,2,510485,51,Virginia,1
2012,FAUQUIER (61),/Date(1442966400000-0400)/,1,0,1,510486,51,Virginia,1
2013,NORFOLK (710),/Date(1443035820000-0400)/,1,0,3,510487,51,Virginia,3
2014,PITTSYLVANIA (143),/Date(1443216120000-0400)/,1,0,2,510488,51,Virginia,2
2015,PITTSYLVANIA (143),/Date(1443480540000-0400)/,1,0,2,510489,51,Virginia,2
2016,STAFFORD (179),/Date(1443495000000-0400)/,1,0,1,510490,51,Virginia,1
2017,PRINCE GEORGE (149),/Date(1442834400000-0400)/,1,0,1,510491,51,Virginia,1
2018,AMELIA (7),/Date(1442105580000-0400)/,1,2,9,510492,51,Virginia,3
2019,SPOTSYLVANIA (177),/Date(1442974920000-0400)/,1,0,2,510493,51,Virginia,2
2020,SPOTSYLVANIA (177),/Date(1443150240000-0400)/,1,0,1,510494,51,Virginia,1
2021,PRINCE GEORGE (149),/Date(1443466200000-0400)/,2,0,2,510495,51,Virginia,1
2022,POWHATAN (145),/Date(1443553500000-0400)/,1,0,1,510496,51,Virginia,1
2023,LEE (105),/Date(1443489000000-0400)/,1,0,1,510497,51,Virginia,1
2024,FREDERICK (69),/Date(1443653400000-0400)/,1,0,3,510498,51,Virginia,2
2025,ALBEMARLE (3),/Date(1437838200000-0400)/,1,0,2,510499,51,Virginia,2
2026,SOUTHAMPTON (175),/Date(1442586660000-0400)/,1,0,2,510500,51,Virginia,2
2027,CARROLL (35),/Date(1443873900000-0400)/,1,0,2,510501,51,Virginia,1
2028,ALBEMARLE (3),/Date(1444003500000-0400)/,1,0,3,510502,51,Virginia,2
2029,PATRICK (141),/Date(1441237800000-0400)/,1,0,1,510503,51,Virginia,1
2030,ALBEMARLE (3),/Date(1441748880000-0400)/,1,0,1,510504,51,Virginia,1
2031,MECKLENBURG (117),/Date(1443407700000-0400)/,1,0,1,510505,51,Virginia,1
2032,ROANOKE (161),/Date(1443926640000-0400)/,1,0,5,510506,51,Virginia,1
2033,LOUISA (109),/Date(1444216500000-0400)/,1,0,2,510507,51,Virginia,1
2034,ROANOKE (161),/Date(1442422800000-0400)/,1,1,1,510508,51,Virginia,1
2035,GOOCHLAND (75),/Date(1444085580000-0400)/,1,0,1,510509,51,Virginia,1
2036,LEE (105),/Date(1444395240000-0400)/,1,0,1,510510,51,Virginia,1
2037,RUSSELL (167),/Date(1444159800000-0400)/,1,0,1,510511,51,Virginia,1
2038,SCOTT (169),/Date(1444088400000-0400)/,1,0,2,510512,51,Virginia,1
2039,FAUQUIER (61),/Date(1444287960000-0400)/,2,0,2,510513,51,Virginia,2
2040,LYNCHBURG (680),/Date(1444414620000-0400)/,1,0,1,510514,51,Virginia,1
2041,MONTGOMERY (121),/Date(1444304760000-0400)/,1,1,1,510515,51,Virginia,1
2042,HANOVER (85),/Date(1443523980000-0400)/,1,0,2,510516,51,Virginia,2
2043,SUFFOLK (800),/Date(1444386300000-0400)/,1,0,2,510517,51,Virginia,2
2044,SUSSEX (183),/Date(1444653600000-0400)/,1,0,2,510518,51,Virginia,1
2045,FAUQUIER (61),/Date(1444152900000-0400)/,1,0,1,510519,51,Virginia,1
2046,FREDERICK (69),/Date(1444741320000-0400)/,2,0,4,510520,51,Virginia,3
2047,NEWPORT NEWS (700),/Date(1440033420000-0400)/,1,1,1,510521,51,Virginia,1
2048,MECKLENBURG (117),/Date(1444343400000-0400)/,1,0,1,510522,51,Virginia,1
2049,PORTSMOUTH (740),/Date(1438778700000-0400)/,1,0,2,510523,51,Virginia,2
2050,DICKENSON (51),/Date(1441124160000-0400)/,1,0,3,510524,51,Virginia,1
2051,DINWIDDIE (53),/Date(1441048500000-0400)/,1,0,2,510525,51,Virginia,1
2052,WISE (195),/Date(1441047480000-0400)/,1,1,1,510526,51,Virginia,1
2053,FAIRFAX (59),/Date(1442541480000-0400)/,1,1,1,510527,51,Virginia,1
2054,LEE (105),/Date(1444395720000-0400)/,1,0,1,510528,51,Virginia,1
2055,BOTETOURT (23),/Date(1445029800000-0400)/,1,1,1,510530,51,Virginia,1
2056,CHESTERFIELD (41),/Date(1445088300000-0400)/,1,0,1,510531,51,Virginia,1
2057,ESSEX (57),/Date(1444854900000-0400)/,1,0,1,510532,51,Virginia,1
2058,NEWPORT NEWS (700),/Date(1440888720000-0400)/,1,0,1,510533,51,Virginia,1
2059,HAMPTON (650),/Date(1445259000000-0400)/,1,0,1,510534,51,Virginia,1
2060,LEE (105),/Date(1445120400000-0400)/,1,0,2,510535,51,Virginia,1
2061,LUNENBURG (111),/Date(1445415060000-0400)/,1,0,1,510536,51,Virginia,1
2062,CHESAPEAKE (550),/Date(1445144100000-0400)/,1,0,1,510537,51,Virginia,1
2063,POQUOSON (735),/Date(1443228600000-0400)/,1,1,1,510538,51,Virginia,1
2064,RICHMOND (760),/Date(1444453140000-0400)/,1,0,1,510539,51,Virginia,1
2065,FAIRFAX (59),/Date(1441476420000-0400)/,1,1,4,510540,51,Virginia,2
2066,ALEXANDRIA (510),/Date(1441287360000-0400)/,1,1,1,510541,51,Virginia,1
2067,SPOTSYLVANIA (177),/Date(1445554200000-0400)/,1,0,3,510542,51,Virginia,3
2068,CHESTERFIELD (41),/Date(1445825700000-0400)/,1,0,1,510543,51,Virginia,1
2069,WARREN (187),/Date(1442485200000-0400)/,1,0,2,510544,51,Virginia,2
2070,POQUOSON (735),/Date(1445755080000-0400)/,1,0,2,510545,51,Virginia,1
2071,HENRICO (87),/Date(1445744340000-0400)/,1,0,1,510546,51,Virginia,1
2072,ROCKINGHAM (165),/Date(1445749200000-0400)/,1,0,1,510547,51,Virginia,1
2073,MONTGOMERY (121),/Date(1446189000000-0400)/,1,0,1,510548,51,Virginia,1
2074,STAFFORD (179),/Date(1445148480000-0400)/,1,1,1,510549,51,Virginia,1
2075,FREDERICK (69),/Date(1445903400000-0400)/,1,0,1,510550,51,Virginia,1
2076,DINWIDDIE (53),/Date(1446151500000-0400)/,1,0,1,510551,51,Virginia,1
2077,FREDERICKSBURG (630),/Date(1446539820000-0500)/,1,0,3,510552,51,Virginia,2
2078,CHARLOTTE (37),/Date(1446142500000-0400)/,1,0,2,510553,51,Virginia,2
2079,WYTHE (197),/Date(1443909000000-0400)/,1,0,6,510554,51,Virginia,3
2080,VIRGINIA BEACH (810),/Date(1446359340000-0400)/,1,0,1,510555,51,Virginia,1
2081,NORTHAMPTON (131),/Date(1440530640000-0400)/,1,0,3,510556,51,Virginia,2
2082,RADFORD (750),/Date(1442704020000-0400)/,1,0,1,510557,51,Virginia,1
2083,CLARKE (43),/Date(1446143700000-0400)/,1,0,1,510558,51,Virginia,1
2084,FRANKLIN (67),/Date(1446584220000-0500)/,1,0,2,510559,51,Virginia,2
2085,CHESAPEAKE (550),/Date(1446202380000-0400)/,1,0,2,510560,51,Virginia,2
2086,GREENSVILLE (81),/Date(1446213000000-0400)/,1,0,2,510561,51,Virginia,2
2087,LEE (105),/Date(1446632400000-0500)/,1,0,1,510562,51,Virginia,1
2088,SHENANDOAH (171),/Date(1447018380000-0500)/,2,0,3,510563,51,Virginia,1
2089,ROANOKE (161),/Date(1446724140000-0500)/,1,0,2,510564,51,Virginia,2
2090,ISLE OF WIGHT (93),/Date(1447259220000-0500)/,1,0,2,510565,51,Virginia,2
2091,CARROLL (35),/Date(1446745980000-0500)/,1,0,2,510566,51,Virginia,2
2092,CULPEPER (47),/Date(1447313100000-0500)/,1,0,2,510567,51,Virginia,1
2093,ORANGE (137),/Date(1447274400000-0500)/,1,0,2,510568,51,Virginia,2
2094,FAIRFAX (59),/Date(1441066620000-0400)/,1,1,1,510569,51,Virginia,1
2095,FRANKLIN (67),/Date(1447361700000-0500)/,1,0,1,510570,51,Virginia,1
2096,STAFFORD (179),/Date(1446413100000-0500)/,1,1,1,510571,51,Virginia,1
2097,FAUQUIER (61),/Date(1445117760000-0400)/,1,0,3,510572,51,Virginia,3
2098,WASHINGTON (191),/Date(1444940400000-0400)/,1,0,2,510573,51,Virginia,3
2099,CHESTERFIELD (41),/Date(1446265680000-0400)/,1,0,4,510574,51,Virginia,1
2100,CAROLINE (33),/Date(1446725400000-0500)/,2,0,2,510575,51,Virginia,1
2101,CLARKE (43),/Date(1447194600000-0500)/,1,0,1,510576,51,Virginia,1
2102,ORANGE (137),/Date(1447193700000-0500)/,1,0,1,510577,51,Virginia,1
2103,PRINCE GEORGE (149),/Date(1447571220000-0500)/,1,0,2,510578,51,Virginia,1
2104,SHENANDOAH (171),/Date(1447448100000-0500)/,1,1,2,510579,51,Virginia,1
2105,RICHMOND (760),/Date(1446370620000-0400)/,1,0,2,510580,51,Virginia,1
2106,ALBEMARLE (3),/Date(1447581600000-0500)/,1,0,2,510581,51,Virginia,1
2107,FAUQUIER (61),/Date(1447215600000-0500)/,1,0,2,510582,51,Virginia,1
2108,ROCKINGHAM (165),/Date(1446760980000-0500)/,1,0,3,510583,51,Virginia,3
2109,HENRY (89),/Date(1447702800000-0500)/,1,0,1,510584,51,Virginia,1
2110,FRANKLIN (67),/Date(1442784300000-0400)/,1,0,1,510585,51,Virginia,1
2111,HENRY (89),/Date(1443724680000-0400)/,1,0,4,510586,51,Virginia,3
2112,PRINCE WILLIAM (153),/Date(1446867300000-0500)/,1,0,6,510587,51,Virginia,2
2113,ALBEMARLE (3),/Date(1447315140000-0500)/,1,0,1,510588,51,Virginia,1
2114,BUCHANAN (27),/Date(1447276800000-0500)/,3,0,4,510589,51,Virginia,1
2115,NOTTOWAY (135),/Date(1447444200000-0500)/,2,0,3,510590,51,Virginia,2
2116,HALIFAX (83),/Date(1447401300000-0500)/,1,0,1,510591,51,Virginia,1
2117,AMHERST (9),/Date(1447961940000-0500)/,1,0,1,510592,51,Virginia,1
2118,FLOYD (63),/Date(1447783200000-0500)/,1,0,1,510593,51,Virginia,1
2119,STAFFORD (179),/Date(1447950540000-0500)/,1,0,2,510594,51,Virginia,2
2120,RICHMOND (760),/Date(1448114640000-0500)/,1,0,2,510595,51,Virginia,1
2121,CHESTERFIELD (41),/Date(1448115180000-0500)/,1,0,2,510596,51,Virginia,1
2122,CAMPBELL (31),/Date(1448055900000-0500)/,1,0,1,510597,51,Virginia,1
2123,CAROLINE (33),/Date(1448012700000-0500)/,1,0,1,510598,51,Virginia,1
2124,RICHMOND (760),/Date(1448196000000-0500)/,1,1,1,510599,51,Virginia,1
2125,PORTSMOUTH (740),/Date(1442564460000-0400)/,1,0,2,510600,51,Virginia,2
2126,BEDFORD (19),/Date(1445220780000-0400)/,1,0,2,510601,51,Virginia,1
2127,KING WILLIAM (101),/Date(1445109780000-0400)/,1,0,2,510602,51,Virginia,2
